File: testdata6.txt
austris: 1
aeoliam: 1
venit: 1
hic: 1
vasto: 1
rex: 1
aeolus: 1
antro: 1
luctantes: 1
ventos: 1
tempestatesque: 1
sonoras: 1
imperio: 1
premit: 1
ac: 1
vinclis: 1
carcere: 1
frenat: 1
illi: 1
indignantes: 1
magno: 1
murmure: 1
montis: 1
55: 1
claustra: 1
fremunt: 1
celsa: 1
sedet: 1
arce: 1
sceptra: 1
tenens: 1
mollitque: 1
animos: 1
temperat: 1
iras: 1
ni: 1
faciat: 1
terras: 1
caelumque: 1
profundum: 1
ferant: 1
rapidi: 1
verrantque: 1
auras: 1
pater: 1
omnipotens: 1
speluncis: 1
abdidit: 1
atris: 1
60: 1
hoc: 1
metuens: 1
molemque: 1
insuper: 1
altos: 1
imposuit: 1
regemque: 1
dedit: 1
qui: 1
foedere: 1
certo: 1
premere: 1
laxas: 1
sciret: 1
dare: 1
iussus: 1
habenas: 1
quem: 1
his: 1
vocibus: 1
usa: 1
est: 1
aeole: 1
namque: 1
tibi: 1
hominum: 1
65: 1
mulcere: 1
fluctus: 1
tollere: 1
vento: 1
gens: 1
inimica: 1
mihi: 1
tyrrhenum: 1
navigat: 1
aequor: 1
ilium: 1
italiam: 1
portans: 1
victosque: 1
penates: 1
incute: 1
vim: 1
submersasque: 1
obrue: 1
puppes: 1
age: 1
diversos: 1
disiice: 1
corpora: 1
70: 1
sunt: 1
bis: 1
septem: 1
praestanti: 1
corpore: 1
nymphae: 1
quarum: 1
forma: 1
pulcherrima: 1
deiopea: 1
conubio: 1
iungam: 1
stabili: 1
propriamque: 1
dicabo: 1
omnis: 1
ut: 1
tecum: 1
meritis: 1
pro: 1
talibus: 1
exigat: 1
pulchra: 1
te: 1
prole: 1
parentem: 1
75: 1
contra: 1
tuus: 1
o: 1
quid: 1
optes: 1
explorare: 1
labor: 1
iussa: 1
capessere: 1
fas: 1
tu: 1
quodcumque: 1
regni: 1
iovemque: 1
concilias: 1
das: 1
epulis: 1
accumbere: 1
nimborumque: 1
facis: 1
tempestatumque: 1
potentem: 1
80: 1
ubi: 1
dicta: 1
cavum: 1
conversa: 1
cuspide: 1
montem: 1
impulit: 1
latus: 1
venti: 1
velut: 1
agmine: 1
facto: 1
qua: 1
data: 1
porta: 1
ruunt: 1
perflant: 1
incubuere: 1
mari: 1
totumque: 1
a: 1
sedibus: 1
imis: 1
eurusque: 1
notusque: 1
creberque: 1
procellis: 1
85: 1
africus: 1
vastos: 1
volvunt: 1
litora: 1
insequitur: 1
clamorque: 1
stridorque: 1
rudentum: 1
eripiunt: 1
subito: 1
nubes: 1
diemque: 1
ex: 1
oculis: 1
nox: 1
incubat: 1
atra: 1
intonuere: 1
poli: 1
crebris: 1
micat: 1
ignibus: 1
aether: 1
90: 1
praesentemque: 1
viris: 1
intentant: 1
mortem: 1
extemplo: 1
aeneae: 1
solvuntur: 1
frigore: 1
membra: 1
ingemit: 1
duplicis: 1
tendens: 1
sidera: 1
palmas: 1
voce: 1
refert: 1
terque: 1
quaterque: 1
beati: 1
quis: 1
ante: 1
ora: 1
patrum: 1
troiae: 1
moenibus: 1
altis: 1
95: 1
contigit: 1
oppetere: 1
fortissime: 1
gentis: 1
tydide: 1
iliacis: 1
occumbere: 1
campis: 1
non: 1
potuisse: 1
tuaque: 1
animam: 1
hanc: 1
effundere: 1
dextra: 1
saevus: 1
aeacidae: 1
telo: 1
iacet: 1
hector: 1
ingens: 1
sarpedon: 1
simois: 1
correpta: 1
undis: 1
100: 1
scuta: 1
galeasque: 1
fortia: 1
volvit: 1
iactanti: 1
stridens: 1
aquilone: 1
procella: 1
velum: 1
adversa: 1
ferit: 1
fluctusque: 1
tollit: 1
franguntur: 1
remi: 1
prora: 1
avertit: 1
dat: 1
cumulo: 1
praeruptus: 1
aquae: 1
mons: 1
105: 1
hi: 1
summo: 1
fluctu: 1
pendent: 1
unda: 1
dehiscens: 1
terram: 1
inter: 1
aperit: 1
furit: 1
aestus: 1
harenis: 1
tris: 1
notus: 1
abreptas: 1
saxa: 1
latentia: 1
torquet—: 1
vocant: 1
itali: 1
mediis: 1
fluctibus: 1
aras—: 1
dorsum: 1
immane: 1
eurus: 1
alto: 1
110: 1
brevia: 1
syrtis: 1
urget: 1
miserabile: 1
visu: 1
inliditque: 1
vadis: 1
aggere: 1
cingit: 1
harenae: 1
unam: 1
lycios: 1
fidumque: 1
vehebat: 1
oronten: 1
ipsius: 1
oculos: 1
vertice: 1
pontus: 1
puppim: 1
excutitur: 1
pronusque: 1
magister: 1
115: 1
volvitur: 1
caput: 1
illam: 1
ter: 1
ibidem: 1
torquet: 1
agens: 1
rapidus: 1
vorat: 1
vortex: 1
adparent: 1
rari: 1
nantes: 1
gurgite: 1
tabulaeque: 1
troia: 1
gaza: 1
undas: 1
validam: 1
ilionei: 1
navem: 1
fortis: 1
achati: 1
120: 1
vectus: 1
abas: 1
grandaevus: 1
aletes: 1
vicit: 1
hiems: 1
laxis: 1
laterum: 1
compagibus: 1
omnes: 1
accipiunt: 1
inimicum: 1
imbrem: 1
rimisque: 1
fatiscunt: 1
interea: 1
misceri: 1
pontum: 1
emissamque: 1
hiemem: 1
sensit: 1
neptunus: 1
125: 1
stagna: 1
refusa: 1
graviter: 1
commotus: 1
prospiciens: 1
summa: 1
placidum: 1
extulit: 1
disiectam: 1
toto: 1
videt: 1
oppressos: 1
troas: 1
caelique: 1
ruina: 1
latuere: 1
doli: 1
fratrem: 1
irae: 1
130: 1
eurum: 1
se: 1
zephyrumque: 1
vocat: 1
dehinc: 1
fatur: 1
tantane: 1
vos: 1
generis: 1
tenuit: 1
fiducia: 1
vestri: 1
caelum: 1
terramque: 1
meo: 1
sine: 1
numine: 1
miscere: 1
tantas: 1
audetis: 1
moles: 1
quos: 1
ego—sed: 1
motos: 1
praestat: 1
componere: 1
135: 1
post: 1
simili: 1
poena: 1
commissa: 1
luetis: 1
maturate: 1
fugam: 1
regique: 1
dicite: 1
vestro: 1
imperium: 1
pelagi: 1
saevumque: 1
tridentem: 1
sorte: 1
datum: 1
tenet: 1
immania: 1
vestras: 1
eure: 1
domos: 1
illa: 1
iactet: 1
aula: 1
140: 1
clauso: 1
ventorum: 1
regnet: 1
sic: 1
ait: 1
dicto: 1
citius: 1
tumida: 1
placat: 1
collectasque: 1
fugat: 1
solemque: 1
reducit: 1
cymothoe: 1
simul: 1
triton: 1
adnixus: 1
detrudunt: 1
navis: 1
scopulo: 1
levat: 1
ipse: 1
tridenti: 1
145: 1
vastas: 1
rotis: 1
summas: 1
levibus: 1
perlabitur: 1
veluti: 1
populo: 1
saepe: 1
coorta: 1
seditio: 1
saevitque: 1
animis: 1
ignobile: 1
volgus: 1
iamque: 1
faces: 1
volant—furor: 1
ministrat: 1
150: 1
pietate: 1
gravem: 1
si: 1
forte: 1
conspexere: 1
silent: 1
arrectisque: 1
auribus: 1
adstant: 1
regit: 1
dictis: 1
pectora: 1
mulcet—: 1
cunctus: 1
cecidit: 1
fragor: 1
postquam: 1
genitor: 1
caeloque: 1
invectus: 1
aperto: 1
155: 1
flectit: 1
equos: 1
curruque: 1
volans: 1
lora: 1
secundo: 1
defessi: 1
aeneadae: 1
proxima: 1
cursu: 1
contendunt: 1
petere: 1
vertuntur: 1
oras: 1
secessu: 1
longo: 1
locus: 1
insula: 1
portum: 1
efficit: 1
obiectu: 1
quibus: 1
160: 1
frangitur: 1
inque: 1
sinus: 1
scindit: 1
sese: 1
reductos: 1
vastae: 1
rupes: 1
geminique: 1
minantur: 1
scopuli: 1
quorum: 1
late: 1
tuta: 1
silvis: 1
scaena: 1
coruscis: 1
desuper: 1
horrentique: 1
atrum: 1
nemus: 1
imminet: 1
umbra: 1
165: 1
fronte: 1
scopulis: 1
pendentibus: 1
antrum: 1
intus: 1
dulces: 1
vivoque: 1
sedilia: 1
saxo: 1
nympharum: 1
domus: 1
fessas: 1
vincula: 1
ulla: 1
tenent: 1
unco: 1
alligat: 1
ancora: 1
morsu: 1
huc: 1
aeneas: 1
collectis: 1
navibus: 1
omni: 1
170: 1
numero: 1
subit: 1
amore: 1
egressi: 1
optata: 1
potiuntur: 1
troes: 1
harena: 1
sale: 1
tabentis: 1
artus: 1
litore: 1
ponunt: 1
primum: 1
silici: 1
scintillam: 1
excudit: 1
achates: 1
succepitque: 1
foliis: 1
arida: 1
175: 1
nutrimenta: 1
rapuitque: 1
fomite: 1
flammam: 1
cererem: 1
corruptam: 1
cerealiaque: 1
expediunt: 1
fessi: 1
rerum: 1
frugesque: 1
receptas: 1
torrere: 1
parant: 1
flammis: 1
frangere: 1
scopulum: 1
conscendit: 1
omnem: 1
180: 1
prospectum: 1
pelago: 1
petit: 1
anthea: 1
iactatum: 1
videat: 1
phrygiasque: 1
biremis: 1
capyn: 1
celsis: 1
puppibus: 1
caici: 1
nullam: 1
cervos: 1
prospicit: 1
errantis: 1
hos: 1
tota: 1
armenta: 1
sequuntur: 1
185: 1
tergo: 1
longum: 1
vallis: 1
pascitur: 1
agmen: 1
constitit: 1
arcumque: 1
manu: 1
celerisque: 1
sagittas: 1
fidus: 1
tela: 1
gerebat: 1
ductoresque: 1
capita: 1
alta: 1
ferentis: 1
cornibus: 1
arboreis: 1
sternit: 1
190: 1
miscet: 1
telis: 1
nemora: 1
frondea: 1
turbam: 1
prius: 1
absistit: 1
ingentia: 1
victor: 1
fundat: 1
humi: 1
numerum: 1
aequet: 1
socios: 1
partitur: 1
vina: 1
bonus: 1
deinde: 1
cadis: 1
onerarat: 1
acestes: 1
195: 1
trinacrio: 1
dederatque: 1
abeuntibus: 1
heros: 1
dividit: 1
maerentia: 1
mulcet: 1
socii—neque: 1
ignari: 1
sumus: 1
malorum—: 1
passi: 1
graviora: 1
dabit: 1
deus: 1
finem: 1
scyllaeam: 1
rabiem: 1
penitusque: 1
sonantis: 1
200: 1
accestis: 1
scopulos: 1
cyclopea: 1
experti: 1
revocate: 1
maestumque: 1
timorem: 1
mittite: 1
forsan: 1
meminisse: 1
iuvabit: 1
varios: 1
casus: 1
discrimina: 1
tendimus: 1
latium: 1
sedes: 1
fata: 1
quietas: 1
205: 1
ostendunt: 1
illic: 1
regna: 1
resurgere: 1
durate: 1
vosmet: 1
rebus: 1
servate: 1
secundis: 1
curisque: 1
ingentibus: 1
aeger: 1
spem: 1
voltu: 1
simulat: 1
dolorem: 1
praedae: 1
accingunt: 1
dapibusque: 1
futuris: 1
210: 1
tergora: 1
deripiunt: 1
costis: 1
viscera: 1
nudant: 1
pars: 1
frusta: 1
secant: 1
veribusque: 1
trementia: 1
figunt: 1
aena: 1
locant: 1
alii: 1
flammasque: 1
ministrant: 1
victu: 1
revocant: 1
vires: 1
fusique: 1
herbam: 1
implentur: 1
veteris: 1
bacchi: 1
pinguisque: 1
ferinae: 1
215: 1
exempta: 1
fames: 1
mensaeque: 1
remotae: 1
amissos: 1
sermone: 1
requirunt: 1
spemque: 1
metumque: 1
dubii: 1
seu: 1
vivere: 1
credant: 1
sive: 1
extrema: 1
pati: 1
exaudire: 1
vocatos: 1
praecipue: 1
pius: 1
nunc: 1
acris: 1
oronti: 1
220: 1
amyci: 1
casum: 1
gemit: 1
crudelia: 1
lyci: 1
fortemque: 1
gyan: 1
cloanthum: 1
finis: 1
iuppiter: 1
aethere: 1
despiciens: 1
mare: 1
velivolum: 1
terrasque: 1
iacentis: 1
litoraque: 1
latos: 1
populos: 1
caeli: 1
225: 1
defixit: 1
lumina: 1
regnis: 1
talis: 1
iactantem: 1
curas: 1
tristior: 1
lacrimis: 1
suffusa: 1
nitentis: 1
adloquitur: 1
venus: 1
res: 1
hominumque: 1
deumque: 1
aeternis: 1
regis: 1
imperiis: 1
fulmine: 1
terres: 1
230: 1
meus: 1
committere: 1
tantum: 1
potuere: 1
funera: 1
passis: 1
terrarum: 1
clauditur: 1
orbis: 1
certe: 1
romanos: 1
volventibus: 1
annis: 1
fore: 1
ductores: 1
revocato: 1
teucri: 1
235: 1
dicione: 1
tenerent: 1
pollicitus: 1
sententia: 1
vertit: 1
equidem: 1
occasum: 1
tristisque: 1
ruinas: 1
solabar: 1
contraria: 1
rependens: 1
eadem: 1
fortuna: 1
viros: 1
casibus: 1
actos: 1
240: 1
magne: 1
laborum: 1
antenor: 1
elapsus: 1
achivis: 1
illyricos: 1
penetrare: 1
intima: 1
tutus: 1
liburnorum: 1
fontem: 1
superare: 1
timavi: 1
novem: 1
245: 1
it: 1
proruptum: 1
arva: 1
sonanti: 1
tamen: 1
patavi: 1
sedesque: 1
locavit: 1
genti: 1
nomen: 1
armaque: 1
fixit: 1
placida: 1
compostus: 1
pace: 1
quiescit: 1
nos: 1
tua: 1
progenies: 1
adnuis: 1
arcem: 1
250: 1
infandum: 1
amissis: 1
iram: 1
prodimur: 1
italis: 1
longe: 1
disiungimur: 1
oris: 1
pietatis: 1
honos: 1
reponis: 1
olli: 1
subridens: 1
sator: 1
deorum: 1
quo: 1
serenat: 1
255: 1
oscula: 1
libavit: 1
natae: 1
parce: 1
metu: 1
cytherea: 1
manent: 1
immota: 1
tuorum: 1
cernes: 1
promissa: 1
lavini: 1
sublimemque: 1
feres: 1
magnanimum: 1
aenean: 1
neque: 1
me: 1
260: 1
fabor: 1
quando: 1
cura: 1
remordet: 1
longius: 1
volvens: 1
fatorum: 1
arcana: 1
movebo: 1
bellum: 1
geret: 1
populosque: 1
feroces: 1
contundet: 1
moresque: 1
ponet: 1
tertia: 1
latio: 1
regnantem: 1
viderit: 1
aestas: 1
265: 1
ternaque: 1
transierint: 1
rutulis: 1
hiberna: 1
subactis: 1
at: 1
puer: 1
ascanius: 1
cui: 1
cognomen: 1
iulo: 1
additur—ilus: 1
stetit: 1
ilia: 1
regno—: 1
triginta: 1
magnos: 1
volvendis: 1
mensibus: 1
explebit: 1
regnumque: 1
sede: 1
270: 1
transferet: 1
longam: 1
vi: 1
muniet: 1
albam: 1
centum: 1
totos: 1
regnabitur: 1
hectorea: 1
donec: 1
sacerdos: 1
marte: 1
gravis: 1
geminam: 1
partu: 1
prolem: 1
inde: 1
lupae: 1
fulvo: 1
nutricis: 1
tegmine: 1
laetus: 1
275: 1
romulus: 1
excipiet: 1
mavortia: 1
condet: 1
romanosque: 1
suo: 1
de: 1
nomine: 1
dicet: 1
metas: 1
tempora: 1
pono: 1
fine: 1
dedi: 1
quin: 1
aspera: 1
fatigat: 1
280: 1
consilia: 1
melius: 1
referet: 1
mecumque: 1
fovebit: 1
dominos: 1
gentemque: 1
togatam: 1
placitum: 1
veniet: 1
lustris: 1
labentibus: 1
aetas: 1
assaraci: 1
phthiam: 1
clarasque: 1
mycenas: 1
servitio: 1
premet: 1
victis: 1
dominabitur: 1
argis: 1
285: 1
nascetur: 1
troianus: 1
origine: 1
caesar: 1
oceano: 1
famam: 1
terminet: 1
astris—: 1
iulius: 1
demissum: 1
hunc: 1
caelo: 1
spoliis: 1
orientis: 1
onustum: 1
accipies: 1
secura: 1
vocabitur: 1
votis: 1
290: 1
positis: 1
mitescent: 1
saecula: 1
bellis: 1
cana: 1
fides: 1
vesta: 1
remo: 1
fratre: 1
quirinus: 1
iura: 1
dabunt: 1
dirae: 1
ferro: 1
artis: 1
claudentur: 1
belli: 1
portae: 1
furor: 1
impius: 1
saeva: 1
sedens: 1
vinctus: 1
aenis: 1
295: 1
tergum: 1
nodis: 1
fremet: 1
horridus: 1
ore: 1
cruento: 1
maia: 1
genitum: 1
demittit: 1
terrae: 1
utque: 1
novae: 1
pateant: 1
karthaginis: 1
arces: 1
hospitio: 1
teucris: 1
ne: 1
fati: 1
nescia: 1
dido: 1
finibus: 1
arceret: 1
volat: 1
aera: 1
magnum: 1
300: 1
remigio: 1
alarum: 1
citus: 1
adstitit: 1
facit: 1
ponuntque: 1
ferocia: 1
poeni: 1
corda: 1
volente: 1
deo: 1
primis: 1
quietum: 1
accipit: 1
teucros: 1
animum: 1
mentemque: 1
benignam: 1
noctem: 1
plurima: 1
305: 1
lux: 1
alma: 1
exire: 1
locosque: 1
novos: 1
quas: 1
accesserit: 1
teneant: 1
nam: 1
inculta: 1
hominesne: 1
feraene: 1
quaerere: 1
constituit: 1
sociisque: 1
exacta: 1
referre: 1
convexo: 1
nemorum: 1
rupe: 1
cavata: 1
310: 1
arboribus: 1
clausam: 1
horrentibus: 1
umbris: 1
occulit: 1
uno: 1
graditur: 1
comitatus: 1
achate: 1
bina: 1
lato: 1
crispans: 1
hastilia: 1
mater: 1
media: 1
tulit: 1
obvia: 1
silva: 1
virginis: 1
os: 1
habitumque: 1
gerens: 1
315: 1
spartanae: 1
vel: 1
qualis: 1
threissa: 1
harpalyce: 1
volucremque: 1
fuga: 1
praevertitur: 1
hebrum: 1
umeris: 1
more: 1
habilem: 1
suspenderat: 1
arcum: 1
venatrix: 1
comam: 1
diffundere: 1
nuda: 1
genu: 1
nodoque: 1
collecta: 1
fluentis: 1
320: 1
prior: 1
heus: 1
inquit: 1
iuvenes: 1
monstrate: 1
mearum: 1
vidistis: 1
errantem: 1
sororum: 1
succinctam: 1
pharetra: 1
maculosae: 1
lyncis: 1
spumantis: 1
apri: 1
cursum: 1
clamore: 1
prementem: 1
veneris: 1
filius: 1
orsus: 1
325: 1
nulla: 1
tuarum: 1
audita: 1
visa: 1
sororum—: 1
virgo: 1
haud: 1
voltus: 1
mortalis: 1
vox: 1
hominem: 1
sonat: 1
certe—: 1
an: 1
phoebi: 1
sanguinis: 1
una—: 1
sis: 1
felix: 1
nostrumque: 1
leves: 1
quaecumque: 1
laborem: 1
330: 1
tandem: 1
iactemur: 1
doceas: 1
locorumque: 1
erramus: 1
vastis: 1
acti: 1
aras: 1
nostra: 1
cadet: 1
hostia: 1
tali: 1
dignor: 1
honore: 1
335: 1
virginibus: 1
tyriis: 1
mos: 1
gestare: 1
pharetram: 1
purpureoque: 1
alte: 1
suras: 1
vincire: 1
cothurno: 1
punica: 1
vides: 1
tyrios: 1
agenoris: 1
fines: 1
libyci: 1
intractabile: 1
bello: 1
tyria: 1
urbe: 1
profecta: 1
340: 1
germanum: 1
fugiens: 1
longa: 1
iniuria: 1
longae: 1
ambages: 1
sequar: 1
fastigia: 1
huic: 1
sychaeus: 1
ditissimus: 1
agri: 1
phoenicum: 1
miserae: 1
dilectus: 1
intactam: 1
dederat: 1
primisque: 1
iugarat: 1
345: 1
ominibus: 1
tyri: 1
germanus: 1
habebat: 1
pygmalion: 1
scelere: 1
alios: 1
immanior: 1
medius: 1
sychaeum: 1
auri: 1
caecus: 1
clam: 1
incautum: 1
superat: 1
securus: 1
amorum: 1
350: 1
germanae: 1
factumque: 1
diu: 1
celavit: 1
aegram: 1
malus: 1
simulans: 1
vana: 1
spe: 1
lusit: 1
amantem: 1
somnis: 1
inhumati: 1
imago: 1
coniugis: 1
modis: 1
attollens: 1
pallida: 1
miris: 1
crudeles: 1
traiectaque: 1
355: 1
nudavit: 1
caecumque: 1
scelus: 1
omne: 1
retexit: 1
celerare: 1
patriaque: 1
excedere: 1
suadet: 1
auxiliumque: 1
viae: 1
veteres: 1
tellure: 1
recludit: 1
thesauros: 1
ignotum: 1
argenti: 1
pondus: 1
commota: 1
sociosque: 1
parabat: 1
360: 1
conveniunt: 1
odium: 1
crudele: 1
tyranni: 1
metus: 1
acer: 1
paratae: 1
corripiunt: 1
onerantque: 1
auro: 1
portantur: 1
avari: 1
pygmalionis: 1
opes: 1
dux: 1
femina: 1
facti: 1
devenere: 1
locos: 1
cernis: 1
365: 1
surgentemque: 1
mercatique: 1
solum: 1
byrsam: 1
taurino: 1
quantum: 1
possent: 1
circumdare: 1
venistis: 1
quove: 1
tenetis: 1
iter: 1
quaerenti: 1
370: 1
suspirans: 1
imoque: 1
trahens: 1
vocem: 1
prima: 1
repetens: 1
pergam: 1
vacet: 1
annalis: 1
nostrorum: 1
audire: 1
diem: 1
componat: 1
vesper: 1
olympo: 1
antiqua: 1
auris: 1
375: 1
iit: 1
diversa: 1
vectos: 1
sua: 1
libycis: 1
tempestas: 1
adpulit: 1
sum: 1
raptos: 1
hoste: 1
classe: 1
veho: 1
mecum: 1
fama: 1
aethera: 1
quaero: 1
iove: 1
380: 1
denis: 1
phrygium: 1
conscendi: 1
matre: 1
monstrante: 1
viam: 1
secutus: 1
convolsae: 1
euroque: 1
supersunt: 1
ignotus: 1
egens: 1
deserta: 1
peragro: 1
europa: 1
asia: 1
pulsus: 1
plura: 1
querentem: 1
385: 1
passa: 1
medio: 1
interfata: 1
dolore: 1
quisquis: 1
es: 1
credo: 1
invisus: 1
vitalis: 1
carpis: 1
tyriam: 1
adveneris: 1
perge: 1
modo: 1
reginae: 1
limina: 1
perfer: 1
reduces: 1
classemque: 1
relatam: 1
390: 1
nuntio: 1
tutum: 1
versis: 1
aquilonibus: 1
actam: 1
frustra: 1
augurium: 1
vani: 1
docuere: 1
parentes: 1
aspice: 1
senos: 1
laetantis: 1
cycnos: 1
aetheria: 1
lapsa: 1
plaga: 1
ales: 1
turbabat: 1
ordine: 1
395: 1
capere: 1
captas: 1
despectare: 1
videntur: 1
ludunt: 1
stridentibus: 1
alis: 1
coetu: 1
cinxere: 1
polum: 1
cantusque: 1
dedere: 1
aliter: 1
puppesque: 1
tuae: 1
pubesque: 1
pleno: 1
ostia: 1
velo: 1
400: 1
ducit: 1
via: 1
dirige: 1
gressum: 1
dixit: 1
avertens: 1
rosea: 1
cervice: 1
refulsit: 1
ambrosiaeque: 1
comae: 1
divinum: 1
odorem: 1
spiravere: 1
pedes: 1
vestis: 1
defluxit: 1
imos: 1
vera: 1
incessu: 1
patuit: 1
matrem: 1
405: 1
adgnovit: 1
fugientem: 1
natum: 1
totiens: 1
crudelis: 1
falsis: 1
ludis: 1
imaginibus: 1
cur: 1
dextrae: 1
iungere: 1
dextram: 1
datur: 1
veras: 1
reddere: 1
voces: 1
incusat: 1
gressumque: 1
tendit: 1
410: 1
obscuro: 1
gradientes: 1
saepsit: 1
multo: 1
nebulae: 1
fudit: 1
amictu: 1
cernere: 1
eos: 1
neu: 1
contingere: 1
posset: 1
molirive: 1
moram: 1
veniendi: 1
poscere: 1
causas: 1
paphum: 1
sublimis: 1
abit: 1
revisit: 1
415: 1
laeta: 1
suas: 1
templum: 1
centumque: 1
sabaeo: 1
ture: 1
calent: 1
arae: 1
sertisque: 1
recentibus: 1
halant: 1
corripuere: 1
semita: 1
monstrat: 1
ascendebant: 1
collem: 1
plurimus: 1
urbi: 1
adversasque: 1
adspectat: 1
420: 1
miratur: 1
molem: 1
magalia: 1
quondam: 1
portas: 1
strepitumque: 1
strata: 1
viarum: 1
instant: 1
ardentes: 1
tyrii: 1
ducere: 1
muros: 1
molirique: 1
manibus: 1
subvolvere: 1
optare: 1
locum: 1
tecto: 1
concludere: 1
sulco: 1
425: 1
magistratusque: 1
legunt: 1
sanctumque: 1
senatum: 1
portus: 1
effodiunt: 1
theatris: 1
fundamenta: 1
immanisque: 1
columnas: 1
rupibus: 1
excidunt: 1
scaenis: 1
decora: 1
apes: 1
aestate: 1
nova: 1
florea: 1
rura: 1
430: 1
exercet: 1
sole: 1
adultos: 1
educunt: 1
fetus: 1
liquentia: 1
mella: 1
stipant: 1
dulci: 1
distendunt: 1
nectare: 1
cellas: 1
onera: 1
venientum: 1
ignavom: 1
fucos: 1
pecus: 1
praesepibus: 1
